path	name	description	domain	subdomain	tags
skills/performing-graphql-security-assessment/SKILL.md	performing-graphql-security-assessment	Assessing GraphQL API endpoints for introspection leaks, injection attacks,	cybersecurity	web-application-security	 penetration-testing graphql api-security owasp web-security introspection
skills/performing-hardware-security-module-integration/SKILL.md	performing-hardware-security-module-integration	Integrate Hardware Security Modules (HSMs) using PKCS#11 interface for	cybersecurity	cryptography	 HSM PKCS11 CloudHSM YubiHSM2 key-management cryptographic-operations hardware-security
skills/performing-hash-cracking-with-hashcat/SKILL.md	performing-hash-cracking-with-hashcat	Hash cracking is an essential skill for penetration testers and security	cybersecurity	cryptography	 cryptography hash-cracking password-security hashcat penetration-testing
skills/performing-http-parameter-pollution-attack/SKILL.md	performing-http-parameter-pollution-attack	Execute HTTP Parameter Pollution attacks to bypass input validation,	cybersecurity	web-application-security	 http-parameter-pollution hpp waf-bypass input-validation web-security parameter-injection server-parsing
skills/performing-ics-asset-discovery-with-claroty/SKILL.md	performing-ics-asset-discovery-with-claroty	'Perform comprehensive ICS/OT asset discovery using Claroty xDome platform,	cybersecurity	ot-ics-security	 ot-security ics asset-discovery claroty xdome scada network-visibility iec62443
skills/performing-indicator-lifecycle-management/SKILL.md	performing-indicator-lifecycle-management	Indicator lifecycle management tracks IOCs from initial discovery through	cybersecurity	threat-intelligence	 threat-intelligence cti ioc mitre-attack stix indicator-lifecycle ioc-management
skills/performing-initial-access-with-evilginx3/SKILL.md	performing-initial-access-with-evilginx3	Perform authorized initial access using EvilGinx3 adversary-in-the-middle	cybersecurity	red-teaming	 red-team initial-access phishing evilginx mfa-bypass adversary-in-the-middle credential-theft
skills/performing-insider-threat-investigation/SKILL.md	performing-insider-threat-investigation	'Investigates insider threat incidents involving employees, contractors,	cybersecurity	incident-response	 insider-threat user-behavior-analytics data-exfiltration privilege-misuse DFIR
skills/performing-ioc-enrichment-automation/SKILL.md	performing-ioc-enrichment-automation	'Automates Indicator of Compromise (IOC) enrichment by orchestrating	cybersecurity	soc-operations	 soc ioc enrichment automation virustotal abuseipdb shodan threat-intelligence
skills/performing-ios-app-security-assessment/SKILL.md	performing-ios-app-security-assessment	'Performs comprehensive iOS application security assessments using Frida	cybersecurity	mobile-security	 mobile-security ios frida objection ssl-pinning keychain ipa-analysis owasp-mastg
skills/performing-iot-security-assessment/SKILL.md	performing-iot-security-assessment	'Performs comprehensive security assessments of IoT devices and their	cybersecurity	penetration-testing	 IoT-security firmware-analysis embedded-systems hardware-hacking UART-JTAG
skills/performing-ip-reputation-analysis-with-shodan/SKILL.md	performing-ip-reputation-analysis-with-shodan	Analyze IP address reputation using the Shodan API to identify open ports,	cybersecurity	threat-intelligence	 shodan ip-reputation enrichment threat-intelligence reconnaissance vulnerability api internet-scanning
skills/performing-jwt-none-algorithm-attack/SKILL.md	performing-jwt-none-algorithm-attack	Execute and test the JWT none algorithm attack to bypass signature verification	cybersecurity	api-security	 jwt none-algorithm authentication-bypass token-manipulation signature-bypass penetration-testing owasp web-security
skills/performing-kerberoasting-attack/SKILL.md	performing-kerberoasting-attack	Kerberoasting is a post-exploitation technique that targets service accounts	cybersecurity	red-teaming	 red-team adversary-simulation mitre-attack exploitation post-exploitation kerberoasting active-directory credential-access
skills/performing-kubernetes-cis-benchmark-with-kube-bench/SKILL.md	performing-kubernetes-cis-benchmark-with-kube-bench	Audit Kubernetes cluster security posture against CIS benchmarks using	cybersecurity	container-security	 kube-bench cis-benchmark kubernetes compliance hardening aquasecurity
skills/performing-kubernetes-etcd-security-assessment/SKILL.md	performing-kubernetes-etcd-security-assessment	Assess the security posture of Kubernetes etcd clusters by evaluating	cybersecurity	container-security	 kubernetes etcd encryption tls security-assessment backup secrets control-plane
skills/performing-kubernetes-penetration-testing/SKILL.md	performing-kubernetes-penetration-testing	Kubernetes penetration testing systematically evaluates cluster security	cybersecurity	container-security	 containers kubernetes security penetration-testing offensive-security
skills/performing-lateral-movement-detection/SKILL.md	performing-lateral-movement-detection	'Detects lateral movement techniques including Pass-the-Hash, PsExec,	cybersecurity	soc-operations	 soc lateral-movement mitre-attack pass-the-hash psexec wmi rdp smb detection
skills/performing-lateral-movement-with-wmiexec/SKILL.md	performing-lateral-movement-with-wmiexec	Perform lateral movement across Windows networks using WMI-based remote	cybersecurity	red-teaming	 red-team lateral-movement wmiexec wmi post-exploitation impacket windows
skills/performing-linux-log-forensics-investigation/SKILL.md	performing-linux-log-forensics-investigation	Perform forensic investigation of Linux system logs including syslog,	cybersecurity	digital-forensics	 linux-forensics syslog auth-log systemd-journal journalctl linux-logs ssh-forensics cron audit-log log-analysis
skills/performing-log-analysis-for-forensic-investigation/SKILL.md	performing-log-analysis-for-forensic-investigation	Collect, parse, and correlate system, application, and security logs	cybersecurity	digital-forensics	 forensics log-analysis siem event-correlation timeline-analysis evidence-collection
skills/performing-log-source-onboarding-in-siem/SKILL.md	performing-log-source-onboarding-in-siem	Perform structured log source onboarding into SIEM platforms by configuring	cybersecurity	soc-operations	 siem log-onboarding log-management data-ingestion parsing normalization soc
skills/performing-malware-hash-enrichment-with-virustotal/SKILL.md	performing-malware-hash-enrichment-with-virustotal	Enrich malware file hashes using the VirusTotal API to retrieve detection	cybersecurity	threat-intelligence	 virustotal malware-analysis hash-enrichment ioc threat-intelligence triage api detection
skills/performing-malware-ioc-extraction/SKILL.md	performing-malware-ioc-extraction	Malware IOC extraction is the process of analyzing malicious software	cybersecurity	threat-intelligence	 threat-intelligence cti ioc mitre-attack stix malware-analysis yara reverse-engineering
skills/performing-malware-persistence-investigation/SKILL.md	performing-malware-persistence-investigation	Systematically investigate all persistence mechanisms on Windows and	cybersecurity	digital-forensics	 forensics malware-persistence autoruns registry scheduled-tasks rootkit-detection incident-response
skills/performing-malware-triage-with-yara/SKILL.md	performing-malware-triage-with-yara	'Performs rapid malware triage and classification using YARA rules to	cybersecurity	malware-analysis	 malware YARA triage classification pattern-matching
skills/performing-memory-forensics-with-volatility3/SKILL.md	performing-memory-forensics-with-volatility3	Analyze volatile memory dumps using Volatility 3 to extract running processes,	cybersecurity	digital-forensics	 forensics memory-forensics volatility ram-analysis malware-detection incident-response
skills/performing-memory-forensics-with-volatility3-plugins/SKILL.md	performing-memory-forensics-with-volatility3-plugins	Analyze memory dumps using Volatility3 plugins to detect injected code,	cybersecurity	malware-analysis	 memory-forensics volatility3 malware-analysis incident-response process-injection rootkit-detection dfir
skills/performing-mobile-app-certificate-pinning-bypass/SKILL.md	performing-mobile-app-certificate-pinning-bypass	'Bypasses SSL/TLS certificate pinning implementations in Android and	cybersecurity	mobile-security	 mobile-security android ios certificate-pinning frida penetration-testing
skills/performing-mobile-device-forensics-with-cellebrite/SKILL.md	performing-mobile-device-forensics-with-cellebrite	Acquire and analyze mobile device data using Cellebrite UFED and open-source	cybersecurity	digital-forensics	 forensics mobile-forensics cellebrite smartphone-analysis ios-forensics android-forensics
skills/performing-network-forensics-with-wireshark/SKILL.md	performing-network-forensics-with-wireshark	Capture and analyze network traffic using Wireshark and tshark to reconstruct	cybersecurity	digital-forensics	 forensics network-forensics wireshark pcap packet-analysis traffic-analysis
skills/performing-network-packet-capture-analysis/SKILL.md	performing-network-packet-capture-analysis	Perform forensic analysis of network packet captures (PCAP/PCAPNG) using	cybersecurity	digital-forensics	 pcap wireshark tshark tcpdump network-forensics packet-capture protocol-analysis traffic-analysis pcapng network-evidence
skills/performing-network-traffic-analysis-with-tshark/SKILL.md	performing-network-traffic-analysis-with-tshark	Automate network traffic analysis using tshark and pyshark for protocol	cybersecurity	network-security	 tshark pyshark pcap packet-analysis network-forensics wireshark traffic-analysis
skills/performing-network-traffic-analysis-with-zeek/SKILL.md	performing-network-traffic-analysis-with-zeek	Deploy Zeek network security monitor to capture, parse, and analyze network	cybersecurity	network-security	 zeek network-monitoring traffic-analysis ids nids pcap threat-detection forensics siem-integration
skills/performing-nist-csf-maturity-assessment/SKILL.md	performing-nist-csf-maturity-assessment	The NIST Cybersecurity Framework (CSF) 2.0, released in February 2024,	cybersecurity	compliance-governance	 compliance governance nist csf maturity-assessment risk-management
skills/performing-oauth-scope-minimization-review/SKILL.md	performing-oauth-scope-minimization-review	'Performs OAuth 2.0 scope minimization review to identify over-permissioned	cybersecurity	identity-access-management	 OAuth scope-minimization API-security consent-review third-party-risk token-audit
skills/performing-oil-gas-cybersecurity-assessment/SKILL.md	performing-oil-gas-cybersecurity-assessment	'This skill covers conducting cybersecurity assessments specific to oil	cybersecurity	ot-ics-security	 ot-security ics scada industrial-control iec62443 oil-gas pipeline-security api1164
skills/performing-open-source-intelligence-gathering/SKILL.md	performing-open-source-intelligence-gathering	Open Source Intelligence (OSINT) gathering is the first active phase	cybersecurity	red-teaming	 red-team adversary-simulation mitre-attack exploitation post-exploitation osint reconnaissance
skills/performing-osint-with-spiderfoot/SKILL.md	performing-osint-with-spiderfoot	Automate OSINT collection using SpiderFoot REST API and CLI for target	cybersecurity	threat-intelligence	 osint spiderfoot reconnaissance threat-intelligence attack-surface target-profiling
skills/performing-ot-network-security-assessment/SKILL.md	performing-ot-network-security-assessment	'This skill covers conducting comprehensive security assessments of Operational	cybersecurity	ot-ics-security	 ot-security ics scada industrial-control iec62443 network-assessment
skills/performing-ot-vulnerability-assessment-with-claroty/SKILL.md	performing-ot-vulnerability-assessment-with-claroty	'This skill covers performing vulnerability assessments in OT environments	cybersecurity	ot-ics-security	 ot-security ics scada industrial-control iec62443 vulnerability-assessment claroty
skills/performing-ot-vulnerability-scanning-safely/SKILL.md	performing-ot-vulnerability-scanning-safely	'Perform vulnerability scanning in OT/ICS environments safely using passive	cybersecurity	ot-ics-security	 ot-security ics vulnerability-scanning tenable nessus passive-scanning risk-management nist
skills/performing-packet-injection-attack/SKILL.md	performing-packet-injection-attack	'Crafts and injects custom network packets using Scapy, hping3, and Nemesis	cybersecurity	network-security	 network-security packet-injection scapy hping3 protocol-testing
skills/performing-paste-site-monitoring-for-credentials/SKILL.md	performing-paste-site-monitoring-for-credentials	Monitor paste sites like Pastebin and GitHub Gists for leaked credentials,	cybersecurity	threat-intelligence	 paste-monitoring credential-leak pastebin data-breach threat-intelligence osint early-warning
skills/performing-phishing-simulation-with-gophish/SKILL.md	performing-phishing-simulation-with-gophish	GoPhish is an open-source phishing simulation framework used by security	cybersecurity	phishing-defense	 phishing email-security social-engineering dmarc awareness gophish simulation
skills/performing-physical-intrusion-assessment/SKILL.md	performing-physical-intrusion-assessment	Conduct authorized physical penetration testing using tailgating, badge	cybersecurity	red-teaming	 physical-security red-team tailgating badge-cloning lock-picking rfid physical-pentest
skills/performing-plc-firmware-security-analysis/SKILL.md	performing-plc-firmware-security-analysis	'This skill covers analyzing Programmable Logic Controller (PLC) firmware	cybersecurity	ot-ics-security	 ot-security ics scada industrial-control iec62443 firmware-analysis plc-security
skills/performing-post-quantum-cryptography-migration/SKILL.md	performing-post-quantum-cryptography-migration	'Assesses organizational readiness for post-quantum cryptography migration	cybersecurity	cryptography	 post-quantum PQC CRYSTALS-Kyber ML-KEM ML-DSA FIPS-203 FIPS-204 hybrid-TLS crypto-agility
skills/performing-power-grid-cybersecurity-assessment/SKILL.md	performing-power-grid-cybersecurity-assessment	'This skill covers conducting cybersecurity assessments of electric power	cybersecurity	ot-ics-security	 ot-security ics scada industrial-control iec62443 nerc-cip power-grid substation
skills/performing-privacy-impact-assessment/SKILL.md	performing-privacy-impact-assessment	'Automates the Privacy Impact Assessment (PIA) workflow including data	cybersecurity	privacy-compliance	 privacy impact-assessment GDPR CCPA NIST DPIA data-flow-mapping risk-scoring
skills/performing-privilege-escalation-assessment/SKILL.md	performing-privilege-escalation-assessment	'Performs privilege escalation assessments on compromised Linux and Windows	cybersecurity	penetration-testing	 privilege-escalation post-exploitation Linux-privesc Windows-privesc local-exploitation
skills/performing-privilege-escalation-on-linux/SKILL.md	performing-privilege-escalation-on-linux	Linux privilege escalation involves elevating from a low-privilege user	cybersecurity	red-teaming	 red-team adversary-simulation mitre-attack exploitation post-exploitation privilege-escalation linux
skills/performing-privileged-account-access-review/SKILL.md	performing-privileged-account-access-review	Conduct systematic reviews of privileged accounts to validate access	cybersecurity	identity-access-management	 pam access-review privileged-accounts least-privilege compliance audit identity-governance
skills/performing-privileged-account-discovery/SKILL.md	performing-privileged-account-discovery	Discover and inventory all privileged accounts across enterprise infrastructure	cybersecurity	identity-access-management	 iam identity access-control privileged-access discovery inventory
skills/performing-purple-team-atomic-testing/SKILL.md	performing-purple-team-atomic-testing	'Executes Atomic Red Team tests mapped to MITRE ATT&CK techniques, performs	cybersecurity	purple-team	 purple-team atomic-red-team mitre-attack detection-engineering adversary-emulation
skills/performing-purple-team-exercise/SKILL.md	performing-purple-team-exercise	'Performs purple team exercises by coordinating red team adversary emulation	cybersecurity	soc-operations	 soc purple-team red-team blue-team mitre-attack adversary-emulation detection-validation
skills/performing-ransomware-response/SKILL.md	performing-ransomware-response	'Executes a structured ransomware incident response from initial detection	cybersecurity	incident-response	 ransomware encryption-recovery backup-restoration ransom-negotiation CISA-guidance
skills/performing-ransomware-tabletop-exercise/SKILL.md	performing-ransomware-tabletop-exercise	'Plans and facilitates tabletop exercises simulating ransomware incidents	cybersecurity	ransomware-defense	 ransomware incident-response tabletop-exercise defense preparedness
skills/performing-red-team-phishing-with-gophish/SKILL.md	performing-red-team-phishing-with-gophish	Automate GoPhish phishing simulation campaigns using the Python gophish	cybersecurity	security-operations	 red-teaming phishing-simulation gophish social-engineering campaign-automation security-awareness
skills/performing-red-team-with-covenant/SKILL.md	performing-red-team-with-covenant	Conduct red team operations using the Covenant C2 framework for authorized	cybersecurity	red-team	 red-team c2 covenant adversary-simulation penetration-testing
skills/performing-s7comm-protocol-security-analysis/SKILL.md	performing-s7comm-protocol-security-analysis	'Perform security analysis of Siemens S7comm and S7CommPlus protocols	cybersecurity	ot-ics-security	 ot-security ics s7comm siemens plc-security protocol-analysis scada vulnerability-assessment
skills/performing-sca-dependency-scanning-with-snyk/SKILL.md	performing-sca-dependency-scanning-with-snyk	'This skill covers implementing Software Composition Analysis (SCA) using	cybersecurity	devsecops	 devsecops cicd sca snyk dependency-scanning secure-sdlc
skills/performing-scada-hmi-security-assessment/SKILL.md	performing-scada-hmi-security-assessment	'Perform security assessments of SCADA Human-Machine Interface (HMI)	cybersecurity	ot-ics-security	 ot-security ics scada hmi security-assessment vulnerability iec62443 nist-800-82
skills/performing-second-order-sql-injection/SKILL.md	performing-second-order-sql-injection	Detect and exploit second-order SQL injection vulnerabilities where malicious	cybersecurity	web-application-security	 second-order-sqli stored-sql-injection sql-injection database-security web-security blind-injection persistent-sqli
skills/performing-security-headers-audit/SKILL.md	performing-security-headers-audit	Auditing HTTP security headers including CSP, HSTS, X-Frame-Options,	cybersecurity	web-application-security	 penetration-testing security-headers csp hsts owasp web-security hardening
skills/performing-serverless-function-security-review/SKILL.md	performing-serverless-function-security-review	'Performing security reviews of serverless functions across AWS Lambda,	cybersecurity	cloud-security	 cloud-security serverless lambda azure-functions cloud-functions security-review
skills/performing-service-account-audit/SKILL.md	performing-service-account-audit	Audit service accounts across enterprise infrastructure to identify orphaned,	cybersecurity	identity-access-management	 iam identity access-control service-accounts audit governance
skills/performing-service-account-credential-rotation/SKILL.md	performing-service-account-credential-rotation	Automate credential rotation for service accounts across Active Directory,	cybersecurity	identity-access-management	 service-accounts credential-rotation secrets-management pam automation vault
skills/performing-soap-web-service-security-testing/SKILL.md	performing-soap-web-service-security-testing	Perform security testing of SOAP web services by analyzing WSDL definitions	cybersecurity	api-security	 soap web-services wsdl xml-injection xxe ws-security penetration-testing soapaction-spoofing xpath-injection
skills/performing-soc-tabletop-exercise/SKILL.md	performing-soc-tabletop-exercise	'Performs tabletop exercises for SOC teams simulating security incidents	cybersecurity	soc-operations	 soc tabletop exercise incident-response training nist playbook-validation
skills/performing-soc2-type2-audit-preparation/SKILL.md	performing-soc2-type2-audit-preparation	'Automates SOC 2 Type II audit preparation including gap assessment against	cybersecurity	governance-risk-compliance	 soc2 compliance grc aicpa-tsc audit-preparation governance-risk-compliance
skills/performing-sqlite-database-forensics/SKILL.md	performing-sqlite-database-forensics	Perform forensic analysis of SQLite databases to recover deleted records	cybersecurity	digital-forensics	 sqlite database-forensics freelist wal write-ahead-log browser-history mobile-forensics deleted-records b-tree unallocated-space
skills/performing-ssl-certificate-lifecycle-management/SKILL.md	performing-ssl-certificate-lifecycle-management	SSL/TLS certificate lifecycle management encompasses the full process	cybersecurity	cryptography	 cryptography ssl certificates pki tls key-management
skills/performing-ssl-stripping-attack/SKILL.md	performing-ssl-stripping-attack	'Simulates SSL stripping attacks using sslstrip, Bettercap, and mitmproxy	cybersecurity	network-security	 network-security ssl-stripping https hsts tls-security
skills/performing-ssl-tls-inspection-configuration/SKILL.md	performing-ssl-tls-inspection-configuration	Configure SSL/TLS inspection on network security devices to decrypt,	cybersecurity	network-security	 ssl-inspection tls-decryption https-inspection certificate-management proxy man-in-the-middle network-security forward-proxy
skills/performing-ssl-tls-security-assessment/SKILL.md	performing-ssl-tls-security-assessment	Assess SSL/TLS server configurations using the sslyze Python library	cybersecurity	network-security	 network-security ssl tls sslyze certificate cipher-suites vulnerability-assessment
skills/performing-ssrf-vulnerability-exploitation/SKILL.md	performing-ssrf-vulnerability-exploitation	Test for Server-Side Request Forgery vulnerabilities by probing cloud	cybersecurity	security-operations	 ssrf web-application-security cloud-metadata-abuse vulnerability-exploitation penetration-testing
skills/performing-static-malware-analysis-with-pe-studio/SKILL.md	performing-static-malware-analysis-with-pe-studio	'Performs static analysis of Windows PE (Portable Executable) malware	cybersecurity	malware-analysis	 malware static-analysis PE-analysis PEStudio reverse-engineering
skills/performing-steganography-detection/SKILL.md	performing-steganography-detection	Detect and extract hidden data embedded in images, audio, and other media	cybersecurity	digital-forensics	 forensics steganography steganalysis hidden-data covert-channels image-analysis
skills/performing-subdomain-enumeration-with-subfinder/SKILL.md	performing-subdomain-enumeration-with-subfinder	Enumerate subdomains of target domains using ProjectDiscovery's Subfinder	cybersecurity	web-application-security	 subdomain-enumeration reconnaissance bug-bounty attack-surface subfinder passive-recon osint
skills/performing-supply-chain-attack-simulation/SKILL.md	performing-supply-chain-attack-simulation	Simulate and detect software supply chain attacks including typosquatting	cybersecurity	application-security	 supply-chain typosquatting dependency-confusion package-verification pip-audit PyPI software-composition-analysis
skills/performing-thick-client-application-penetration-test/SKILL.md	performing-thick-client-application-penetration-test	Conduct a thick client application penetration test to identify insecure	cybersecurity	penetration-testing	 thick-client desktop-application dnSpy Procmon DLL-hijacking binary-analysis API-interception
skills/performing-threat-emulation-with-atomic-red-team/SKILL.md	performing-threat-emulation-with-atomic-red-team	'Executes Atomic Red Team tests for MITRE ATT&CK technique validation	cybersecurity	threat-intelligence	 threat-emulation atomic-red-team mitre-attack adversary-emulation atomic-operator purple-team
skills/performing-threat-hunting-with-elastic-siem/SKILL.md	performing-threat-hunting-with-elastic-siem	'Performs proactive threat hunting in Elastic Security SIEM using KQL/EQL	cybersecurity	soc-operations	 soc elastic siem threat-hunting kql eql mitre-attack kibana
skills/performing-threat-hunting-with-yara-rules/SKILL.md	performing-threat-hunting-with-yara-rules	'Use YARA pattern-matching rules to hunt for malware, suspicious files,	cybersecurity	threat-hunting	 yara malware-detection threat-hunting pattern-matching
skills/performing-threat-intelligence-sharing-with-misp/SKILL.md	performing-threat-intelligence-sharing-with-misp	Use PyMISP to create, enrich, and share threat intelligence events on	cybersecurity	threat-intelligence	 misp pymisp threat-intelligence ioc-sharing stix taxii threat-feeds information-sharing
skills/performing-threat-landscape-assessment-for-sector/SKILL.md	performing-threat-landscape-assessment-for-sector	Conduct a sector-specific threat landscape assessment by analyzing threat	cybersecurity	threat-intelligence	 threat-landscape sector-analysis risk-assessment threat-intelligence industry-targeting cti strategic-intelligence
skills/performing-threat-modeling-with-owasp-threat-dragon/SKILL.md	performing-threat-modeling-with-owasp-threat-dragon	Use OWASP Threat Dragon to create data flow diagrams, identify threats	cybersecurity	devsecops	 threat-modeling owasp threat-dragon stride linddun secure-design dfd data-flow
skills/performing-timeline-reconstruction-with-plaso/SKILL.md	performing-timeline-reconstruction-with-plaso	Build comprehensive forensic super-timelines using Plaso (log2timeline)	cybersecurity	digital-forensics	 forensics timeline-analysis plaso log2timeline super-timeline event-correlation
skills/performing-user-behavior-analytics/SKILL.md	performing-user-behavior-analytics	'Performs User and Entity Behavior Analytics (UEBA) to detect anomalous	cybersecurity	soc-operations	 soc ueba user-behavior insider-threat anomaly-detection splunk baseline
skills/performing-vlan-hopping-attack/SKILL.md	performing-vlan-hopping-attack	'Simulates VLAN hopping attacks using switch spoofing and double tagging	cybersecurity	network-security	 network-security vlan-hopping layer2-attack switch-security 802.1q
skills/performing-vulnerability-scanning-with-nessus/SKILL.md	performing-vulnerability-scanning-with-nessus	'Performs authenticated and unauthenticated vulnerability scanning using	cybersecurity	penetration-testing	 vulnerability-scanning Nessus CVE patch-management Tenable
skills/performing-web-application-firewall-bypass/SKILL.md	performing-web-application-firewall-bypass	Bypass Web Application Firewall protections using encoding techniques,	cybersecurity	web-application-security	 waf-bypass waf-evasion sql-injection xss payload-obfuscation encoding-bypass web-security
skills/performing-web-application-penetration-test/SKILL.md	performing-web-application-penetration-test	'Performs systematic security testing of web applications following the	cybersecurity	penetration-testing	 web-application-pentest OWASP Burp-Suite WSTG application-security
skills/performing-web-application-scanning-with-nikto/SKILL.md	performing-web-application-scanning-with-nikto	Nikto is an open-source web server and web application scanner that tests	cybersecurity	vulnerability-management	 vulnerability-management cve nikto web-scanning owasp risk
skills/performing-web-application-vulnerability-triage/SKILL.md	performing-web-application-vulnerability-triage	Triage web application vulnerability findings from DAST/SAST scanners	cybersecurity	vulnerability-management	 web-application vulnerability-triage owasp dast sast burp-suite zap false-positive risk-rating
skills/performing-web-cache-deception-attack/SKILL.md	performing-web-cache-deception-attack	Execute web cache deception attacks by exploiting path normalization	cybersecurity	web-application-security	 web-cache-deception cdn-attack cache-poisoning path-normalization cloudflare cache-key static-resource
skills/performing-web-cache-poisoning-attack/SKILL.md	performing-web-cache-poisoning-attack	Exploiting web cache mechanisms to serve malicious content to other users	cybersecurity	web-application-security	 penetration-testing cache-poisoning web-security cdn burpsuite owasp
skills/performing-wifi-password-cracking-with-aircrack/SKILL.md	performing-wifi-password-cracking-with-aircrack	'Captures WPA/WPA2 handshakes and performs offline password cracking	cybersecurity	network-security	 network-security wifi aircrack-ng wpa2 wireless-security
skills/performing-windows-artifact-analysis-with-eric-zimmerman-tools/SKILL.md	performing-windows-artifact-analysis-with-eric-zimmerman-tools	Perform comprehensive Windows forensic artifact analysis using Eric Zimmerman's	cybersecurity	digital-forensics	 eric-zimmerman ez-tools kape mftecmd pecmd lecmd jlecmd registry-forensics windows-forensics timeline-explorer dfir artifact-analysis
skills/performing-wireless-network-penetration-test/SKILL.md	performing-wireless-network-penetration-test	Execute a wireless network penetration test to assess WiFi security by	cybersecurity	penetration-testing	 wireless-pentest WiFi Aircrack-ng WPA2 WPA3 rogue-AP evil-twin 802.11 Kismet
skills/performing-wireless-security-assessment-with-kismet/SKILL.md	performing-wireless-security-assessment-with-kismet	Conduct wireless network security assessments using Kismet to detect	cybersecurity	network-security	 kismet wireless-security wifi-assessment rogue-ap 802.11 wardriving wids wireless-ids rf-monitoring
skills/performing-yara-rule-development-for-detection/SKILL.md	performing-yara-rule-development-for-detection	Develop precise YARA rules for malware detection by identifying unique	cybersecurity	malware-analysis	 yara malware-detection signature-development threat-hunting pattern-matching yara-x indicator-development
skills/post-exploiting-microsoft-graph-with-graphrunner/SKILL.md	post-exploiting-microsoft-graph-with-graphrunner	Perform recon, persistence, privilege escalation, and data search via the Microsoft Graph API using GraphRunner.	cybersecurity	identity-access-management	 red-team microsoft-graph graphrunner entra-id oauth-abuse account-manipulation post-exploitation m365
skills/prioritizing-vulnerabilities-with-cvss-scoring/SKILL.md	prioritizing-vulnerabilities-with-cvss-scoring	The Common Vulnerability Scoring System (CVSS) is the industry standard	cybersecurity	vulnerability-management	 vulnerability-management cve cvss risk prioritization nist
skills/processing-stix-taxii-feeds/SKILL.md	processing-stix-taxii-feeds	'Processes STIX 2.1 threat intelligence bundles delivered via TAXII 2.1	cybersecurity	threat-intelligence	 STIX-2.1 TAXII-2.1 OASIS MISP CTI IOC threat-intelligence NIST-SP-800-150
skills/profiling-threat-actor-groups/SKILL.md	profiling-threat-actor-groups	'Develops comprehensive threat actor profiles for APT groups, criminal	cybersecurity	threat-intelligence	 MITRE-ATT&CK threat-actor APT CrowdStrike Mandiant attribution kill-chain NIST-CSF
skills/recovering-deleted-files-with-photorec/SKILL.md	recovering-deleted-files-with-photorec	Recover deleted files from disk images and storage media using PhotoRec's	cybersecurity	digital-forensics	 forensics file-recovery photorec file-carving data-recovery evidence-recovery
skills/recovering-from-ransomware-attack/SKILL.md	recovering-from-ransomware-attack	'Executes structured recovery from a ransomware incident following NIST	cybersecurity	ransomware-defense	 ransomware recovery incident-response backup defense
skills/red-teaming-llms-with-garak/SKILL.md	red-teaming-llms-with-garak	Run NVIDIA garak probe suites against an LLM endpoint to test for jailbreaks, prompt injection, data leakage, and toxic generation, then interpret the hit-rate report for triage and reporting.	cybersecurity	ai-security	 ai-security llm-red-teaming garak prompt-injection jailbreak vulnerability-scanning data-leakage mitre-atlas
skills/relaying-ntlm-for-adcs-esc8/SKILL.md	relaying-ntlm-for-adcs-esc8	Run ntlmrelayx into ADCS web enrollment to obtain a domain controller certificate via ESC8.	cybersecurity	red-teaming	 red-team ntlm-relay adcs esc8 impacket certipy active-directory privilege-escalation
skills/remediating-s3-bucket-misconfiguration/SKILL.md	remediating-s3-bucket-misconfiguration	'This skill provides step-by-step procedures for identifying and remediating	cybersecurity	cloud-security	 s3-security bucket-misconfiguration data-exposure public-access-block aws-config
skills/reverse-engineering-android-malware-with-jadx/SKILL.md	reverse-engineering-android-malware-with-jadx	'Reverse engineers malicious Android APK files using JADX decompiler	cybersecurity	malware-analysis	 malware Android reverse-engineering JADX mobile-malware
skills/reverse-engineering-dotnet-malware-with-dnspy/SKILL.md	reverse-engineering-dotnet-malware-with-dnspy	'Reverse engineers .NET malware using dnSpy decompiler and debugger to	cybersecurity	malware-analysis	 malware dotnet reverse-engineering dnSpy decompilation
skills/reverse-engineering-ios-app-with-frida/SKILL.md	reverse-engineering-ios-app-with-frida	'Reverse engineers iOS applications using Frida dynamic instrumentation	cybersecurity	mobile-security	 mobile-security ios frida reverse-engineering owasp-mobile penetration-testing
skills/reverse-engineering-malware-with-ghidra/SKILL.md	reverse-engineering-malware-with-ghidra	'Reverse engineers malware binaries using NSA''s Ghidra disassembler	cybersecurity	malware-analysis	 malware reverse-engineering Ghidra disassembly decompilation
skills/reverse-engineering-ransomware-encryption-routine/SKILL.md	reverse-engineering-ransomware-encryption-routine	Reverse engineer ransomware encryption routines to identify cryptographic	cybersecurity	malware-analysis	 ransomware encryption reverse-engineering cryptanalysis aes rsa decryption malware-analysis
skills/reverse-engineering-rust-malware/SKILL.md	reverse-engineering-rust-malware	Reverse engineer Rust-compiled malware using IDA Pro and Ghidra with	cybersecurity	malware-analysis	 rust reverse-engineering malware-analysis ghidra ida-pro binary-analysis rust-malware
skills/scanning-container-images-with-grype/SKILL.md	scanning-container-images-with-grype	Scan container images for known vulnerabilities using Anchore Grype with	cybersecurity	container-security	 grype vulnerability-scanning container-security sbom anchore supply-chain
skills/scanning-containers-with-trivy-in-cicd/SKILL.md	scanning-containers-with-trivy-in-cicd	'This skill covers integrating Aqua Security''s Trivy scanner into CI/CD	cybersecurity	devsecops	 devsecops cicd trivy container-security vulnerability-scanning secure-sdlc
